Date,open,high,low,close,volume
2020-07-02,323.33,327.07,317.84,322.23,68119735
2020-07-03,320.03,332.45,317.14,324.35,43445820
2020-07-06,324.26,329.47,321.29,324.99,57967709
2020-07-07,325.89,335.49,323.89,329.14,62769046
2020-07-08,329.23,329.23,325.38,326.58,63622132
2020-07-09,328.27,328.27,323.28,325.23,29783281
2020-07-10,324.45,324.68,321.19,323.69,41718301
2020-07-13,324.95,324.95,314.33,317.83,40522191
2020-07-14,317.08,320.27,316.3,318.85,26884310
2020-07-15,319.69,322.65,318.62,320.08,65902187
2020-07-16,320.35,324.2,317.08,320.29,64148222
2020-07-17,319.4,324.07,316.88,319.48,75279151
2020-07-20,320.88,320.88,306.59,313.92,73362659
2020-07-21,315.61,317.98,308.71,312.11,44336337
2020-07-22,310.48,315.04,305.81,310.8,57989725
2020-07-23,308.98,312.06,304.02,307.73,38333472
2020-07-24,308.01,313.19,302.73,307.08,68760599
2020-07-27,307.32,313.05,301.87,308.73,50611222
2020-07-28,307.77,322.83,307.77,316.37,65016127
2020-07-29,316.85,326.02,314.05,317.58,34509798
2020-07-30,317.61,321.24,316.19,318.8,69604303
2020-07-31,317.37,323.74,313.42,318.69,50594227
2020-08-03,319.0,319.0,307.98,311.19,78060203
2020-08-04,312.03,312.88,309.68,310.84,37754682
2020-08-05,312.04,318.02,308.18,311.18,35588757
2020-08-06,310.79,326.06,310.79,321.14,45232715
2020-08-07,319.74,324.83,317.66,320.92,32664574
2020-08-10,319.85,326.13,318.08,322.26,45227353
2020-08-11,320.62,326.6,317.5,322.32,45707827
2020-08-12,323.73,323.73,312.55,317.73,48899435
2020-08-13,319.84,325.53,316.6,322.24,32218995
2020-08-14,321.95,330.14,321.19,325.67,61008658
2020-08-17,325.66,335.31,325.47,329.23,31995458
2020-08-18,330.53,330.53,323.63,325.79,66733911
2020-08-19,325.37,336.98,325.37,331.55,54894458
2020-08-20,330.67,330.67,324.13,326.16,71907937
2020-08-21,327.98,337.25,321.31,328.45,68763815
2020-08-24,327.39,339.8,327.39,337.89,56716678
2020-08-25,336.46,337.15,329.47,332.53,30519001
2020-08-26,331.36,332.16,328.87,330.12,54605233
2020-08-27,331.14,334.63,328.26,330.54,67961391
2020-08-28,330.35,331.61,326.34,328.6,52039322
2020-08-31,325.77,325.77,319.8,322.28,73422416
2020-09-01,322.12,325.88,316.78,322.37,31859496
2020-09-02,321.43,323.88,311.21,318.22,42194029
2020-09-03,317.37,324.46,315.51,320.04,66568583
2020-09-04,319.53,320.96,314.45,316.57,31199425
2020-09-07,316.56,326.64,316.56,322.77,54382890
2020-09-08,323.01,324.2,318.3,320.03,57515334
2020-09-09,320.11,322.19,313.32,318.73,39560847
2020-09-10,317.67,329.14,317.67,322.07,58828540
2020-09-11,322.62,322.62,313.47,317.41,48671836
2020-09-14,318.01,319.54,316.76,318.22,54405244
2020-09-15,317.79,326.23,317.79,323.67,71529704
2020-09-16,323.59,323.59,315.79,317.57,58592365
2020-09-17,316.78,321.21,315.26,318.14,59487277
2020-09-18,317.46,322.65,315.25,319.34,52528473
2020-09-21,319.41,327.77,319.41,322.69,71024970
2020-09-22,323.81,323.81,316.35,317.99,58444218
2020-09-23,317.26,317.26,309.51,312.64,80160089
2020-09-24,312.58,316.95,310.96,314.56,74776070
2020-09-25,313.87,319.87,313.45,315.96,60409765
2020-09-28,314.22,321.85,310.57,317.15,67082966
2020-09-29,317.34,323.37,313.47,318.73,47016234
2020-09-30,319.67,322.07,312.29,316.21,44073750
2020-10-01,316.83,324.58,312.81,317.14,76347050
2020-10-02,317.42,319.99,317.01,318.49,33986218
2020-10-05,319.22,319.64,313.68,315.82,74921008
2020-10-06,316.07,328.63,315.8,323.33,72109603
2020-10-07,323.29,328.91,319.71,325.78,49871468
2020-10-08,327.53,327.53,318.87,321.17,79408168
2020-10-09,321.39,325.92,321.39,323.74,73312268
2020-10-12,323.45,325.54,313.73,320.04,73671454
2020-10-13,318.16,326.33,318.16,323.17,72880306
2020-10-14,322.62,330.38,322.62,328.21,48960435
2020-10-15,327.81,329.64,321.12,325.22,61185193
2020-10-16,325.26,333.32,325.26,329.17,35094556
2020-10-19,329.3,335.24,325.62,331.22,30248276
2020-10-20,330.71,338.0,330.71,334.9,63466442
2020-10-21,335.68,348.44,335.68,343.33,44485885
2020-10-22,344.08,344.21,340.92,342.83,59095260
2020-10-23,343.52,343.55,336.46,339.7,57885200
2020-10-26,339.84,339.84,333.93,335.89,48980469
2020-10-27,337.0,337.0,326.56,332.4,29931916
2020-10-28,331.97,339.09,327.95,332.04,71312179
2020-10-29,332.79,340.23,330.66,333.58,76534308
2020-10-30,334.24,339.14,328.35,334.96,31889344
2020-11-02,334.57,343.89,334.57,338.67,41184045
2020-11-03,337.04,340.56,337.04,339.05,40440646
2020-11-04,339.84,348.61,338.18,345.47,80300961
2020-11-05,346.23,350.13,338.08,344.78,27267990
2020-11-06,344.11,363.66,344.11,356.91,68726835
2020-11-09,357.19,364.82,357.19,362.3,76441848
2020-11-10,363.0,365.4,352.37,358.74,51127893
2020-11-11,359.69,359.69,349.87,353.89,53579385
2020-11-12,354.13,361.29,350.78,355.95,63616857
2020-11-13,355.68,358.04,353.39,355.19,58837609
2020-11-16,352.63,365.75,350.4,358.51,54985370
2020-11-17,358.04,364.0,357.09,360.96,29144015
2020-11-18,358.57,362.76,357.56,360.9,41641990
2020-11-19,359.93,360.19,352.66,357.21,56054196
2020-11-20,356.49,356.49,349.24,350.41,31989262
2020-11-23,350.91,350.91,345.58,348.25,42129836
2020-11-24,351.1,357.88,348.05,352.06,61928488
2020-11-25,352.04,355.19,351.17,353.34,62299848
2020-11-26,354.48,354.48,342.74,348.04,51490057
2020-11-27,348.85,352.09,343.58,348.68,41206336
2020-11-30,350.28,358.79,343.01,350.54,26418064
2020-12-01,350.69,350.69,343.15,346.89,65542246
2020-12-02,346.25,349.42,345.48,347.52,44239143
2020-12-03,348.05,349.94,345.3,347.94,59141862
2020-12-04,347.76,347.76,337.74,343.13,29062737
2020-12-07,343.52,351.14,339.31,344.57,32333393
2020-12-08,345.23,350.97,340.86,347.23,34570228
2020-12-09,350.02,353.77,350.02,352.27,31108837
2020-12-10,351.76,359.72,351.76,357.38,70305505
2020-12-11,359.35,359.35,345.8,351.62,45065324
2020-12-14,350.83,351.27,344.39,347.35,72859055
2020-12-15,345.45,357.23,341.53,349.53,57504862
2020-12-16,348.8,355.86,347.91,352.05,63688779
2020-12-17,351.03,357.08,351.03,354.61,28175821
2020-12-18,354.15,378.4,354.15,372.53,42677986
2020-12-21,370.71,381.48,370.71,378.2,41308066
2020-12-22,379.64,391.01,375.41,383.99,36897876
2020-12-23,383.87,391.66,383.87,389.08,30500823
2020-12-24,389.56,394.42,389.56,392.7,28591354
2020-12-25,392.59,397.37,386.54,391.48,71580590
2020-12-28,391.75,402.19,387.74,395.34,43284773
2020-12-29,395.97,398.44,385.3,391.86,35601742
2020-12-30,389.46,395.79,384.57,390.67,68702506
2020-12-31,389.19,391.87,385.07,388.39,77624544
2021-01-01,387.38,393.07,383.54,388.83,32322534
2021-01-04,389.17,405.42,389.17,400.51,69303954
2021-01-05,401.59,401.59,382.94,387.72,35731531
2021-01-06,388.03,397.05,388.03,392.38,76677692
2021-01-07,394.46,394.46,383.18,384.79,77344267
2021-01-08,384.65,386.65,377.73,382.29,78881186
2021-01-11,380.95,393.57,380.95,387.59,49801919
2021-01-12,387.87,390.78,384.18,388.33,50557088
2021-01-13,385.51,389.91,376.14,383.28,51317839
2021-01-14,384.62,387.61,372.98,379.75,76111126
2021-01-15,379.52,385.74,379.52,382.99,54813677
2021-01-18,385.24,387.01,376.86,379.79,66258585
2021-01-19,379.51,384.55,376.25,380.82,44097163
2021-01-20,380.21,386.22,376.65,381.24,26000237
2021-01-21,382.22,385.87,371.21,378.29,34635891
2021-01-22,378.95,396.19,378.95,388.65,70725063
2021-01-25,389.17,396.6,389.17,394.37,52002982
2021-01-26,394.5,394.5,381.31,384.78,90213294
2021-01-27,384.62,388.34,383.21,385.36,40583709
2021-01-28,385.15,385.15,379.65,382.34,30898080
2021-01-29,382.43,389.74,382.43,386.47,43245475
2021-02-01,386.15,391.68,377.27,382.99,53240635
2021-02-02,383.72,385.76,378.16,382.41,56002969
2021-02-03,382.42,389.22,382.42,384.98,50640215
2021-02-04,386.14,395.17,386.14,389.48,66012815
2021-02-05,389.76,389.76,380.05,384.01,58222912
2021-02-08,385.59,385.59,380.31,382.28,52089631
2021-02-09,381.56,382.25,376.4,380.07,41064475
2021-02-10,380.09,380.37,369.64,376.99,27237766
2021-02-11,376.68,389.25,376.68,385.47,47083821
2021-02-12,384.57,393.47,379.73,388.02,74194284
2021-02-15,387.94,387.94,378.5,382.18,51110055
2021-02-16,384.45,392.81,383.56,386.49,37083553
2021-02-17,385.27,404.2,385.27,397.34,38650620
2021-02-18,398.6,413.61,398.6,406.26,52542211
2021-02-19,404.5,406.43,392.04,399.01,51256315
2021-02-22,398.76,398.76,391.51,396.38,48851633
2021-02-23,395.94,411.61,395.94,402.78,80068546
2021-02-24,405.32,405.32,396.35,399.69,42833968
2021-02-25,400.98,404.87,398.79,401.93,47264051
2021-02-26,400.28,410.57,397.9,406.15,43479350
2021-03-01,404.03,404.17,399.24,401.8,73958614
2021-03-02,401.94,403.1,399.87,401.45,26197768
2021-03-03,402.39,402.39,383.13,385.52,76924162
2021-03-04,382.73,382.73,374.77,377.2,62059146
2021-03-05,377.34,380.39,369.09,375.88,76392502
2021-03-08,377.63,377.63,367.21,370.1,75487814
2021-03-09,371.19,379.49,371.19,377.65,61173476
2021-03-10,376.81,376.81,369.48,371.43,46633108
2021-03-11,372.18,376.61,362.41,369.21,50763144
2021-03-12,369.96,372.99,367.55,369.86,37047194
2021-03-15,369.09,379.81,369.09,376.82,86477853
2021-03-16,376.77,379.14,360.69,370.56,60977513
2021-03-17,369.82,380.18,369.69,375.86,36594093
2021-03-18,375.19,382.77,370.82,376.32,32748091
2021-03-19,375.0,378.74,366.38,371.87,47291547
2021-03-22,372.82,379.42,367.41,373.97,73415731
2021-03-23,372.75,378.53,371.36,375.16,75219131
2021-03-24,374.98,376.04,367.97,372.54,63113168
2021-03-25,374.98,374.98,370.25,372.89,47072672
2021-03-26,370.77,372.55,369.46,371.25,37023513
2021-03-29,371.75,374.35,369.09,371.84,37694827
2021-03-30,372.25,380.21,365.26,375.14,81332527
2021-03-31,374.66,391.27,374.66,383.03,66061862
2021-04-01,381.17,381.17,374.67,377.64,39390377
2021-04-02,377.67,396.41,377.67,387.81,93486009
2021-04-05,388.48,388.48,368.99,374.73,81813103
2021-04-06,374.99,376.64,369.77,373.24,66117229
2021-04-07,371.89,378.59,371.89,376.12,46140736
2021-04-08,375.34,382.91,370.05,377.74,70314407
2021-04-09,376.51,378.63,369.68,375.02,28372074
2021-04-12,374.17,379.01,371.23,374.05,72812635
2021-04-13,372.29,376.01,363.03,371.84,46176856
2021-04-14,371.95,373.77,363.91,369.12,45995547
2021-04-15,369.77,377.75,366.75,373.11,47537138
2021-04-16,371.4,379.19,371.32,375.14,28410103
2021-04-19,375.18,375.18,369.68,372.13,42277889
2021-04-20,372.74,383.85,369.8,376.37,70068298
2021-04-21,379.34,381.01,373.77,378.19,75819502
2021-04-22,377.78,388.58,373.86,382.33,39067347
2021-04-23,378.35,389.37,378.35,385.73,73763363
2021-04-26,385.74,385.74,380.31,382.05,49837537
2021-04-27,382.86,387.47,374.04,379.33,63942707
2021-04-28,379.45,389.86,378.79,382.93,42822677
2021-04-29,384.14,388.62,383.49,386.22,68693565
2021-04-30,385.37,388.01,384.71,386.44,40422818
2021-05-03,385.25,388.83,383.52,387.18,74738040
2021-05-04,386.89,397.15,386.89,393.65,46806473
2021-05-05,394.99,395.52,386.56,391.21,36202842
2021-05-06,392.92,399.28,388.96,393.95,62101644
2021-05-07,391.92,395.52,390.64,393.24,33967204
2021-05-10,391.37,399.04,383.43,392.28,62200244
2021-05-11,393.21,401.84,391.55,397.86,57566449
2021-05-12,399.15,408.01,397.3,402.46,53616641
2021-05-13,403.66,415.67,398.12,407.01,75724437
2021-05-14,405.42,418.64,405.42,414.15,86793415
2021-05-17,412.63,423.19,406.22,414.79,53917037
2021-05-18,415.36,426.27,411.68,418.56,67317444
2021-05-19,417.89,419.68,411.77,417.29,26353089
2021-05-20,418.26,427.98,413.22,419.1,68706667
2021-05-21,417.84,426.13,415.56,418.67,50755452
2021-05-24,418.98,427.72,414.85,419.32,45530375
2021-05-25,421.06,426.26,420.83,422.68,43717805
2021-05-26,421.86,423.55,414.46,418.68,61594231
2021-05-27,419.65,437.04,419.65,429.83,32338288
2021-05-28,428.54,428.54,416.45,422.82,49661587
2021-05-31,421.42,421.42,409.46,416.33,52213253
2021-06-01,418.59,425.17,418.59,422.3,47539579
2021-06-02,421.47,428.98,421.47,427.0,63412841
2021-06-03,428.95,437.72,426.28,430.78,32718918
2021-06-04,430.14,437.52,430.14,434.57,80497965
2021-06-07,436.54,437.25,433.2,434.86,60637406
2021-06-08,434.06,434.11,426.0,430.16,42368994
2021-06-09,431.38,433.67,427.98,430.51,74020300
2021-06-10,428.85,430.55,423.53,427.04,78445216
2021-06-11,428.96,434.71,428.16,432.31,43080978
2021-06-14,433.93,434.79,430.41,431.95,59296450
2021-06-15,432.8,434.64,422.35,427.63,75166382
2021-06-16,425.66,430.9,420.47,425.86,75237915
2021-06-17,427.99,437.02,423.37,428.16,62186908
2021-06-18,429.09,429.09,420.63,425.42,40078504
2021-06-21,424.93,427.67,416.82,421.06,64651799
2021-06-22,421.59,427.4,417.89,422.31,48057479
2021-06-23,420.28,426.84,420.28,423.84,48416460
2021-06-24,423.28,424.92,414.49,421.39,58897873
2021-06-25,421.84,423.39,412.0,418.94,27184364
2021-06-28,419.65,422.73,417.52,420.21,38510157
2021-06-29,422.25,422.25,410.18,412.84,34199430
2021-06-30,414.07,415.21,395.79,405.39,78201800
2021-07-01,407.11,409.15,396.2,401.53,67816666
2021-07-02,402.35,403.37,396.12,400.42,73006548
2021-07-05,401.39,407.53,397.94,402.09,60758354
2021-07-06,401.76,416.21,401.76,409.88,44601168
2021-07-07,410.54,420.67,409.05,414.9,31630036
2021-07-08,415.13,420.08,407.93,414.48,26359261
2021-07-09,415.47,418.21,412.33,414.52,30301970
2021-07-12,414.5,415.41,402.13,409.49,42660114
2021-07-13,410.16,411.22,407.61,409.3,69393921
2021-07-14,408.02,415.83,403.63,407.97,40746664
2021-07-15,405.34,412.58,405.34,409.73,44524925
2021-07-16,410.38,414.29,400.14,405.73,77624284
2021-07-19,406.59,414.73,401.78,408.35,73254230
2021-07-20,408.36,418.84,408.36,416.62,60202992
2021-07-21,416.84,420.65,413.11,416.63,62435317
2021-07-22,416.84,423.94,415.74,418.91,61885924
2021-07-23,419.05,426.36,419.05,422.85,36164901
2021-07-26,425.06,425.06,419.43,421.08,72456506
2021-07-27,421.21,425.28,420.19,422.35,57055152
2021-07-28,420.41,424.68,419.59,422.65,36969344
2021-07-29,420.0,427.95,419.77,423.35,47219507
2021-07-30,425.14,425.6,413.28,419.45,36694317
2021-08-02,420.14,424.12,412.92,419.55,30844401
2021-08-03,422.34,426.05,417.55,422.37,34290202
2021-08-04,422.2,435.1,422.2,430.47,59971291
2021-08-05,430.7,438.9,430.42,436.29,32274344
2021-08-06,434.85,454.19,434.85,448.77,32688628
2021-08-09,449.9,450.44,434.74,443.51,73860036
2021-08-10,443.19,455.9,441.97,448.41,37928984
2021-08-11,450.33,460.24,442.42,449.88,29722345
2021-08-12,449.51,468.72,449.51,462.72,66750088
2021-08-13,464.03,464.03,447.2,456.94,32313242
2021-08-16,455.46,457.88,447.88,452.12,47034484
2021-08-17,451.19,451.37,444.73,448.66,51916961
2021-08-18,448.38,448.38,428.95,436.82,32023228
2021-08-19,439.59,440.7,424.52,431.89,31536867
2021-08-20,432.86,435.05,419.31,427.79,55759134
2021-08-23,428.59,431.78,425.48,428.56,63239588
2021-08-24,429.02,432.78,426.58,430.62,65952442
2021-08-25,430.9,447.88,430.9,441.2,67033825
2021-08-26,439.89,451.48,439.89,447.24,39882679
2021-08-27,448.49,448.49,441.5,444.48,49105991
2021-08-30,444.78,447.42,433.88,439.51,49097624
2021-08-31,438.88,450.58,432.85,442.17,40925814
2021-09-01,440.28,440.28,426.24,435.18,44606643
2021-09-02,436.62,448.95,436.62,445.16,67182776
2021-09-03,446.11,456.84,446.11,452.52,40022035
2021-09-06,453.55,453.55,448.14,450.4,48805867
2021-09-07,449.95,449.95,439.62,440.86,64191667
2021-09-08,441.51,450.71,441.51,448.14,81346976
2021-09-09,447.51,454.66,437.28,448.04,53957376
2021-09-10,448.91,456.81,448.91,455.25,47937012
2021-09-13,455.12,455.59,437.55,446.73,37455791
2021-09-14,446.05,446.05,440.49,443.13,57626635
2021-09-15,444.9,447.73,440.12,443.15,26962511
2021-09-16,443.99,451.87,435.7,443.59,56788298
2021-09-17,445.94,449.49,433.12,441.28,46784142
2021-09-20,440.63,448.59,440.0,444.82,77161245
2021-09-21,446.31,446.31,436.16,439.23,68443425
2021-09-22,439.95,441.77,432.78,438.34,59931562
2021-09-23,438.34,444.75,430.23,439.13,60622497
2021-09-24,437.45,449.61,437.01,442.2,35096779
2021-09-27,441.67,453.26,441.67,446.52,64057953
2021-09-28,448.96,448.96,436.45,440.62,72452716
2021-09-29,439.32,439.32,424.47,432.07,53930841
2021-09-30,436.04,441.95,436.04,438.83,82090645
2021-10-01,437.77,447.43,436.18,441.19,58308311
2021-10-04,440.99,447.64,428.58,437.34,38678655
2021-10-05,436.17,456.32,436.17,445.95,77833566
2021-10-06,447.28,452.13,435.52,447.21,57719628
2021-10-07,446.97,462.44,442.88,454.15,32715730
2021-10-08,453.49,466.14,443.72,455.07,73348650
2021-10-11,454.17,469.64,454.17,467.27,61276974
2021-10-12,466.28,486.87,466.28,484.28,43934674
2021-10-13,481.81,494.41,470.17,483.15,66422050
2021-10-14,482.48,492.96,482.48,489.26,35438353
2021-10-15,488.7,497.28,488.7,493.76,45989803
2021-10-18,494.25,508.73,494.25,502.78,58135862
2021-10-19,503.14,503.14,491.71,497.35,55732927
2021-10-20,495.76,505.24,495.76,501.59,53588778
2021-10-21,499.81,511.5,499.81,508.75,69921261
2021-10-22,505.21,505.57,490.09,498.15,82449636
2021-10-25,496.38,496.38,484.64,490.45,57168832
2021-10-26,489.72,489.72,470.58,477.83,84357535
2021-10-27,477.08,480.91,470.52,474.76,67194728
2021-10-28,471.96,481.33,471.96,479.16,36889258
2021-10-29,477.39,495.46,477.39,488.73,63047018
2021-11-01,489.7,495.45,486.59,489.87,54785887
2021-11-02,490.52,503.14,490.52,500.28,47547656
2021-11-03,499.63,505.14,482.84,492.37,37274532
2021-11-04,492.54,492.54,477.5,481.72,81958710
2021-11-05,480.5,486.55,472.02,481.05,36528141
2021-11-08,481.48,488.49,480.69,483.54,59278220
2021-11-09,484.08,488.8,476.43,483.66,42664477
2021-11-10,482.71,482.71,467.64,471.42,88476687
2021-11-11,470.38,475.17,463.4,470.0,33710225
2021-11-12,471.65,471.65,456.62,462.47,38947478
2021-11-15,461.96,467.86,461.96,466.2,54584998
2021-11-16,465.29,477.45,462.33,468.73,28194353
2021-11-17,468.73,469.03,455.89,463.53,36725097
2021-11-18,463.88,463.88,458.79,460.46,41644000
2021-11-19,459.23,459.23,450.35,454.39,50528095
2021-11-22,455.42,458.56,445.1,453.91,53852262
2021-11-23,452.39,467.06,452.39,459.56,29170735
2021-11-24,458.59,462.1,444.87,454.35,29527653
2021-11-25,452.71,467.01,445.26,457.16,40639075
2021-11-26,457.61,461.56,449.33,454.44,41195886
2021-11-29,455.17,455.46,447.82,449.97,66816583
2021-11-30,448.5,456.75,439.65,449.32,29365598
2021-12-01,447.6,447.6,439.46,443.64,75215339
2021-12-02,442.18,446.2,433.33,440.45,78699475
2021-12-03,440.84,440.84,430.18,433.87,55857274
2021-12-06,435.0,452.35,435.0,444.58,81940955
2021-12-07,444.8,449.65,441.66,445.5,36356528
2021-12-08,445.14,447.6,436.07,441.81,64505104
2021-12-09,442.6,445.68,440.33,443.0,43232511
2021-12-10,443.3,448.81,439.48,442.6,39745747
2021-12-13,444.87,445.76,435.9,441.53,47827449
2021-12-14,441.16,447.06,441.16,445.08,66590039
2021-12-15,446.03,458.59,441.47,449.71,58845239
2021-12-16,450.34,455.74,441.37,447.12,31966517
2021-12-17,447.8,449.5,440.18,443.94,79318698
2021-12-20,444.5,444.5,438.77,442.42,31196587
2021-12-21,445.18,445.18,427.43,429.87,92610234
2021-12-22,429.78,429.78,411.68,417.08,55172362
2021-12-23,417.64,428.91,417.64,427.6,59830743
2021-12-24,425.21,440.84,425.21,437.09,80704942
2021-12-27,438.44,443.47,430.12,436.38,43836639
2021-12-28,436.29,445.77,434.4,439.7,52828199
2021-12-29,438.58,447.34,435.11,441.77,68493168
2021-12-30,442.31,466.37,442.31,459.53,43126255
2021-12-31,459.27,481.07,459.27,471.03,33213918
2022-01-03,471.26,475.79,467.11,470.84,53317163
2022-01-04,470.92,470.92,458.92,465.38,34411728
2022-01-05,465.08,465.08,448.91,455.97,63263366
2022-01-06,455.11,463.04,450.76,456.86,56669442
2022-01-07,455.39,456.25,449.86,452.75,64103132
2022-01-10,450.32,450.32,438.98,444.69,40215972
2022-01-11,443.09,444.71,439.13,440.86,74930672
2022-01-12,440.47,440.47,429.35,434.87,69986474
2022-01-13,436.66,450.26,432.91,444.09,54630569
2022-01-14,445.99,456.9,441.57,449.7,52250327
2022-01-17,449.9,459.01,445.45,450.12,67854548
2022-01-18,451.81,463.2,451.81,458.79,44727837
2022-01-19,459.72,467.53,451.97,459.86,42220281
2022-01-20,457.43,457.43,453.88,455.13,81559381
2022-01-21,456.92,471.76,453.39,463.89,77718440
2022-01-24,462.25,475.53,456.83,467.68,41413723
2022-01-25,469.48,469.48,452.32,461.98,34823673
2022-01-26,463.49,466.78,451.38,460.78,37078496
2022-01-27,460.33,460.33,452.06,455.84,50849451
2022-01-28,455.38,457.45,443.55,447.91,52498030
2022-01-31,446.39,454.44,446.39,452.94,40795374
2022-02-01,453.41,467.3,453.41,464.42,39720219
2022-02-02,463.59,463.59,452.09,457.06,31277401
2022-02-03,456.91,465.49,456.73,460.13,57786602
2022-02-04,460.26,460.26,454.98,456.7,48235255
2022-02-07,456.01,462.83,447.11,453.92,64169001
2022-02-08,453.06,455.78,447.22,450.59,49719893
2022-02-09,450.68,455.27,440.12,445.72,40245492
2022-02-10,443.07,456.19,441.27,445.93,68853305
2022-02-11,445.11,445.11,438.41,441.47,30334640
2022-02-14,442.36,447.84,438.52,442.93,34160224
2022-02-15,439.78,450.19,435.84,442.9,32718216
2022-02-16,445.16,445.16,439.19,441.74,28562490
2022-02-17,440.59,440.59,434.3,436.83,38544000
2022-02-18,436.42,438.32,425.44,433.6,39210966
2022-02-21,434.39,441.27,432.44,437.76,72630186
2022-02-22,438.39,449.13,435.16,440.92,46114941
