Date,open,high,low,close,volume
2020-07-23,354.27,358.12,348.89,353.15,38016612
2020-07-24,353.47,359.46,347.46,352.45,68673356
2020-07-27,352.73,359.08,346.26,354.13,50312674
2020-07-28,353.03,369.36,353.03,361.97,63695997
2020-07-29,362.52,372.84,359.15,363.19,34355122
2020-07-30,363.22,367.2,361.43,364.41,69291385
2020-07-31,362.78,370.05,358.24,364.27,50618727
2020-08-03,364.63,364.63,352.83,356.52,76612468
2020-08-04,357.48,358.46,354.79,356.13,37743798
2020-08-05,357.51,364.28,353.01,356.45,35520651
2020-08-06,356.0,372.28,356.0,366.66,44120827
2020-08-07,365.07,370.86,362.67,366.4,32683214
2020-08-10,365.18,372.16,362.97,367.74,45009895
2020-08-11,365.87,372.66,362.27,367.77,45662032
2020-08-12,369.38,369.38,357.1,363.03,48322691
2020-08-13,365.44,371.38,361.2,367.63,31797769
2020-08-14,367.3,376.21,366.02,371.11,60379137
2020-08-17,371.1,381.65,370.46,374.74,31657100
2020-08-18,376.22,376.22,368.71,371.18,66149371
2020-08-19,370.7,383.22,370.7,377.05,54036094
2020-08-20,376.05,376.05,369.19,371.5,70947074
2020-08-21,373.57,383.82,365.69,373.81,68261989
2020-08-24,372.6,385.6,372.6,383.43,55427256
2020-08-25,381.81,383.16,374.43,377.9,30131054
2020-08-26,376.57,377.73,373.99,375.41,54277630
2020-08-27,376.57,380.46,373.22,375.81,67818866
2020-08-28,375.59,377.21,371.22,373.8,51791294
2020-08-31,370.58,370.58,364.45,367.28,72279073
2020-09-01,367.1,371.35,360.98,367.35,31823777
2020-09-02,366.27,369.51,355.06,363.06,41740722
2020-09-03,362.09,369.93,359.73,364.9,66156109
2020-09-04,364.32,366.31,358.88,361.3,30916251
2020-09-07,361.28,372.04,360.87,367.63,53462022
2020-09-08,367.9,369.55,362.83,364.8,57108926
2020-09-09,364.9,367.37,357.26,363.43,39437304
2020-09-10,362.22,374.87,362.22,366.83,58227837
2020-09-11,367.45,367.85,357.52,362.01,48087669
2020-09-14,362.7,364.32,361.15,362.81,54226505
2020-09-15,362.32,371.28,362.32,368.37,70439726
2020-09-16,368.28,368.28,360.06,362.09,57697741
2020-09-17,361.19,366.14,359.36,362.64,59334829
2020-09-18,361.87,367.61,359.18,363.84,52295845
2020-09-21,363.92,373.03,363.68,367.24,70300135
2020-09-22,368.52,368.52,360.53,362.4,57739306
2020-09-23,361.56,361.56,353.3,356.87,79054223
2020-09-24,356.8,361.54,354.71,358.81,74285699
2020-09-25,358.02,364.68,357.36,360.22,60104369
2020-09-28,358.24,366.77,353.91,361.42,66784937
2020-09-29,361.64,368.29,357.02,363.0,46757037
2020-09-30,364.07,367.07,355.93,360.39,43784301
2020-10-01,361.1,369.79,356.38,361.31,76067984
2020-10-02,361.63,364.38,360.98,362.66,33820878
2020-10-05,363.49,364.25,357.46,359.9,74398734
2020-10-06,360.19,373.59,359.01,367.56,70689457
2020-10-07,367.51,373.6,363.14,370.03,49483027
2020-10-08,372.02,372.02,362.67,365.29,78476714
2020-10-09,365.54,370.37,365.54,367.89,72715194
2020-10-12,367.55,370.33,356.89,364.07,72967699
2020-10-13,361.93,370.84,361.93,367.25,72178039
2020-10-14,366.63,374.83,366.63,372.37,48268679
2020-10-15,371.91,374.3,364.62,369.28,60718139
2020-10-16,369.32,377.99,369.32,373.28,34690264
2020-10-19,373.43,379.9,369.0,375.34,30047860
2020-10-20,374.77,382.57,374.77,379.06,62786468
2020-10-21,379.94,393.37,379.94,387.6,43570751
2020-10-22,388.44,388.62,384.91,387.07,59059321
2020-10-23,387.85,388.2,380.19,383.85,57443179
2020-10-26,384.01,384.01,377.73,379.95,48521200
2020-10-27,381.2,381.2,369.75,376.36,29671489
2020-10-28,375.87,383.94,371.33,375.96,71293741
2020-10-29,376.81,385.02,374.19,377.5,76133825
2020-10-30,378.25,383.6,371.39,378.87,31737723
2020-11-02,378.43,388.51,378.43,382.61,40744120
2020-11-03,380.77,384.67,380.77,382.96,40362763
2020-11-04,383.86,393.0,381.24,389.46,78975699
2020-11-05,390.32,394.76,381.17,388.72,27236876
2020-11-06,387.96,408.56,387.96,400.97,66918713
2020-11-09,401.29,409.2,401.29,406.38,75360809
2020-11-10,407.16,410.22,395.6,402.74,50706106
2020-11-11,403.81,403.81,393.28,397.81,52977753
2020-11-12,398.08,405.86,394.04,399.85,63218105
2020-11-13,399.54,402.25,397.03,399.06,58763099
2020-11-16,396.18,410.5,393.27,402.37,54476130
2020-11-17,401.84,408.23,400.47,404.82,28935065
2020-11-18,402.14,406.81,400.97,404.72,41669252
2020-11-19,403.63,404.31,395.85,400.96,55574103
2020-11-20,400.15,400.15,392.74,394.05,31496362
2020-11-23,394.62,394.62,388.83,391.83,41917441
2020-11-24,395.04,402.19,391.15,395.65,61274310
2020-11-25,395.63,398.99,394.48,396.92,62030937
2020-11-26,398.2,398.2,385.56,391.52,50851299
2020-11-27,392.43,395.98,386.4,392.13,41098758
2020-11-30,393.93,403.25,385.52,393.99,26263132
2020-12-01,394.16,394.16,386.05,390.26,64970536
2020-12-02,389.54,393.0,388.57,390.86,44124193
2020-12-03,391.46,393.51,388.28,391.26,59021727
2020-12-04,391.06,391.24,380.28,386.35,28728428
2020-12-07,386.79,395.17,381.86,387.78,32176924
2020-12-08,388.52,394.65,383.27,390.44,34297068
2020-12-09,393.58,397.19,393.58,395.51,30693936
2020-12-10,394.93,403.26,394.93,400.63,69369478
2020-12-11,402.84,402.84,388.25,394.78,44468086
2020-12-14,393.9,394.84,387.11,390.43,72119286
2020-12-15,388.3,401.25,383.62,392.61,57120165
2020-12-16,391.79,399.4,390.47,395.12,63212285
2020-12-17,393.98,400.43,393.96,397.67,27963529
2020-12-18,397.16,422.22,397.16,415.68,41244866
2020-12-21,413.65,424.97,413.65,421.31,40721742
2020-12-22,422.92,434.88,417.54,427.08,36384096
2020-12-23,426.95,435.0,426.95,432.14,30123206
2020-12-24,432.67,437.62,432.67,435.72,28327118
2020-12-25,435.6,441.0,428.97,434.46,71422545
2020-12-28,434.76,445.87,429.85,438.28,42865390
2020-12-29,438.98,442.07,427.49,434.76,35339617
2020-12-30,432.1,439.22,426.77,433.54,68556213
2020-12-31,431.9,435.09,427.54,431.22,77255430
2021-01-01,430.1,436.34,425.75,431.63,32259564
2021-01-04,432.01,448.68,432.01,443.25,67675776
2021-01-05,444.45,444.45,425.13,430.43,34889476
2021-01-06,430.77,440.21,430.77,435.03,75773931
2021-01-07,437.34,437.34,425.63,427.41,76134954
2021-01-08,427.25,429.72,419.81,424.87,78459867
2021-01-11,423.38,436.77,423.38,430.14,49161814
2021-01-12,430.45,433.56,426.23,430.84,50421556
2021-01-13,427.71,433.12,417.83,425.76,50761887
2021-01-14,427.25,430.93,414.67,422.19,75523655
2021-01-15,421.93,428.45,421.93,425.4,54342265
2021-01-18,427.9,430.19,418.91,422.16,65797335
2021-01-19,421.85,427.31,418.08,423.16,43945154
2021-01-20,422.48,429.07,418.44,423.54,25950306
2021-01-21,424.63,428.98,412.69,420.56,34413406
2021-01-22,421.3,439.24,421.3,430.88,69174061
2021-01-25,431.46,438.99,431.46,436.52,51283536
2021-01-26,436.66,436.66,423.07,426.92,88490876
2021-01-27,426.75,430.77,425.08,427.46,40489768
2021-01-28,427.23,427.23,421.43,424.41,30696711
2021-01-29,424.52,432.12,424.52,428.5,42793326
2021-02-01,428.14,434.64,418.65,424.99,52839543
2021-02-02,425.8,428.09,419.65,424.38,55966232
2021-02-03,424.39,431.61,424.18,426.9,50283287
2021-02-04,428.19,437.66,427.91,431.36,65275220
2021-02-05,431.67,431.67,421.47,425.87,57544084
2021-02-08,427.62,427.62,421.91,424.11,51905778
2021-02-09,423.31,424.28,417.79,421.86,40871297
2021-02-10,421.88,422.51,410.59,418.75,27054134
2021-02-11,418.41,431.38,418.41,427.18,46195225
2021-02-12,426.18,435.72,420.51,429.69,73676076
2021-02-15,429.61,430.14,419.75,423.83,50474371
2021-02-16,426.35,435.09,424.85,428.09,36682104
2021-02-17,426.73,446.43,426.73,438.86,37787096
2021-02-18,440.25,455.76,440.25,447.65,51534354
2021-02-19,445.71,448.62,432.73,440.42,50510507
2021-02-22,440.14,440.34,432.39,437.77,48587275
2021-02-23,437.28,453.82,437.28,444.1,78904824
2021-02-24,446.9,446.9,437.31,440.99,42560299
2021-02-25,442.41,446.42,439.71,443.18,46975910
2021-02-26,441.36,452.2,438.24,447.32,43035572
2021-03-01,444.98,445.59,440.15,442.98,73295938
2021-03-02,443.14,444.4,440.84,442.58,26196322
2021-03-03,443.61,443.61,424.06,426.71,74753149
2021-03-04,423.63,423.63,415.67,418.37,61012242
2021-03-05,418.52,422.01,409.48,417.01,76194975
2021-03-08,418.95,418.95,408.0,411.2,74529411
2021-03-09,412.41,420.75,412.41,418.71,60103409
2021-03-10,417.78,417.78,410.3,412.46,46002208
2021-03-11,413.29,418.43,402.66,410.21,50516825
2021-03-12,411.04,414.3,408.26,410.82,36953232
2021-03-15,409.96,421.06,409.96,417.74,85058123
2021-03-16,417.69,420.98,400.5,411.45,60145803
2021-03-17,410.63,421.5,409.87,416.71,36111932
2021-03-18,415.96,424.29,411.05,417.14,32681071
2021-03-19,415.68,420.29,406.57,412.66,46823657
2021-03-22,413.71,420.77,407.45,414.72,72966796
2021-03-23,413.37,419.61,411.66,415.88,74925989
2021-03-24,415.69,417.11,408.16,413.23,62749227
2021-03-25,415.94,415.94,410.61,413.54,46990520
2021-03-26,411.19,413.31,409.89,411.87,36896713
2021-03-29,412.42,415.21,409.38,412.43,37604237
2021-03-30,412.89,421.3,404.74,415.68,80610930
2021-03-31,415.15,432.62,415.15,423.51,64877801
2021-04-01,421.46,421.46,414.81,418.11,38930704
2021-04-02,418.14,437.68,418.14,428.19,91462239
2021-04-05,428.92,428.92,408.76,415.12,79799785
2021-04-06,415.41,417.35,409.74,413.58,65943316
2021-04-07,412.09,419.15,412.09,416.41,45776010
2021-04-08,415.54,423.72,409.48,418.0,69966867
2021-04-09,416.64,419.25,409.34,415.25,28202820
2021-04-12,414.31,419.74,411.13,414.25,72688322
2021-04-13,412.3,416.63,402.25,412.01,45954204
2021-04-14,412.13,414.42,403.49,409.27,45717401
2021-04-15,409.99,418.35,406.17,413.21,47040452
2021-04-16,411.32,419.68,410.97,415.2,28241231
2021-04-19,415.24,415.24,409.45,412.16,41995179
2021-04-20,412.84,424.63,409.08,416.35,69302769
2021-04-21,419.64,421.24,413.25,418.13,75409414
2021-04-22,417.68,429.12,412.85,422.21,38654578
2021-04-23,417.81,429.57,417.81,425.56,73105576
2021-04-26,425.57,425.57,419.94,421.86,49438830
2021-04-27,422.76,428.12,413.28,419.12,63566385
2021-04-28,419.26,430.31,418.09,422.67,42420087
2021-04-29,424.0,428.55,422.88,425.9,68099079
2021-04-30,424.97,427.81,424.17,426.08,40366667
2021-05-03,424.77,428.6,422.74,426.78,74537192
2021-05-04,426.46,437.0,426.46,433.16,46106941
2021-05-05,434.63,435.45,425.58,430.7,36019099
2021-05-06,432.59,439.24,427.89,433.38,61648054
2021-05-07,431.14,435.15,429.78,432.64,33934965
2021-05-10,430.58,439.09,421.92,431.66,62103068
2021-05-11,432.69,441.52,430.2,437.14,56812114
2021-05-12,438.56,447.74,435.99,441.65,53023386
2021-05-13,442.97,455.59,436.36,446.1,74903568
2021-05-14,444.36,458.01,444.36,453.1,85444942
2021-05-17,451.44,462.88,444.32,453.69,53791333
2021-05-18,454.31,465.79,449.84,457.37,66706355
2021-05-19,456.64,458.69,450.04,456.07,26296232
2021-05-20,457.13,467.52,451.4,457.82,68366623
2021-05-21,456.44,465.51,453.96,457.36,50745856
2021-05-24,457.69,467.14,453.07,457.96,45422656
2021-05-25,459.87,465.13,459.2,461.22,43361138
2021-05-26,460.32,462.58,452.65,457.25,61106166
2021-05-27,458.31,476.02,458.31,468.16,31643849
2021-05-28,466.75,466.75,454.28,461.22,49013665
2021-05-31,459.7,460.08,447.31,454.82,51552348
2021-06-01,457.29,463.77,457.29,460.63,46913130
2021-06-02,459.72,467.37,459.72,465.21,62732537
2021-06-03,467.33,476.43,463.98,468.88,32428770
2021-06-04,468.18,475.76,468.18,472.55,79788176
2021-06-07,474.7,475.39,470.99,472.8,60546122
2021-06-08,471.93,472.45,463.62,468.15,41985400
2021-06-09,469.48,471.89,465.7,468.45,73899615
2021-06-10,466.64,468.84,461.2,465.02,77918438
2021-06-11,467.11,472.75,465.63,470.14,42577835
2021-06-14,471.9,472.84,468.07,469.75,59296061
2021-06-15,470.67,473.11,459.73,465.48,74537285
2021-06-16,463.33,469.2,457.83,463.7,74998153
2021-06-17,466.02,475.56,460.71,465.92,61819482
2021-06-18,466.93,466.93,457.98,463.19,39867619
2021-06-21,462.65,466.09,454.27,458.89,64097897
2021-06-22,459.47,465.62,455.26,460.07,47880649
2021-06-23,457.85,464.8,457.85,461.54,48207799
2021-06-24,460.93,462.94,451.57,459.09,58621047
2021-06-25,459.58,461.5,449.09,456.65,27056115
2021-06-28,457.43,460.6,454.93,457.86,38365714
2021-06-29,460.08,460.08,447.68,450.59,33709508
2021-06-30,451.94,453.96,432.73,443.22,77051802
2021-07-01,445.1,447.73,433.55,439.39,67276296
2021-07-02,440.29,441.49,433.56,438.26,72869073
2021-07-05,439.33,445.82,435.32,439.87,60466109
2021-07-06,439.51,454.4,439.44,447.5,43851709
2021-07-07,448.22,458.67,446.0,452.38,31263505
2021-07-08,452.63,458.04,444.79,451.93,26354703
2021-07-09,453.01,455.96,449.55,451.94,30273451
2021-07-12,451.92,453.42,438.92,446.96,42227041
2021-07-13,447.69,448.83,444.89,446.74,69420697
2021-07-14,445.35,453.97,440.65,445.39,40650900
2021-07-15,442.52,450.19,442.52,447.08,44305715
2021-07-16,447.79,452.46,437.01,443.11,76989854
2021-07-19,444.05,452.62,438.48,445.66,72752914
2021-07-20,445.67,456.15,445.67,453.72,59156453
2021-07-21,453.96,458.08,449.86,453.7,62454165
2021-07-22,453.92,461.37,452.45,455.89,61516534
2021-07-23,456.04,463.53,456.04,459.71,35827599
2021-07-26,462.12,462.12,456.15,457.95,72223231
2021-07-27,458.1,462.33,456.8,459.15,56842128
2021-07-28,457.05,461.61,456.07,459.4,36912758
2021-07-29,456.52,465.05,456.16,460.05,47103475
2021-07-30,462.0,462.88,449.48,456.2,36411412
2021-08-02,456.95,461.22,449.05,456.26,30811229
2021-08-03,459.3,462.98,453.74,458.97,34048539
2021-08-04,458.79,471.88,458.79,466.86,58971090
2021-08-05,467.11,475.32,466.14,472.5,31868370
2021-08-06,470.95,490.45,470.95,484.6,31948356
2021-08-09,485.82,486.92,469.94,479.42,73163768
2021-08-10,479.08,492.23,477.2,484.15,37524749
2021-08-11,486.23,496.72,477.48,485.53,29604561
2021-08-12,485.13,504.4,485.13,497.95,65240369
2021-08-13,499.36,499.36,481.79,492.28,31988417
2021-08-16,490.69,493.77,483.0,487.57,46619165
2021-08-17,486.56,487.09,479.93,484.17,51586735
2021-08-18,483.87,483.87,464.1,472.61,31368580
2021-08-19,475.6,477.29,459.77,467.75,31250990
2021-08-20,468.8,471.59,454.52,463.71,55315784
2021-08-23,464.58,467.91,461.09,464.43,63075005
2021-08-24,464.93,468.73,462.02,466.4,65598196
2021-08-25,466.71,483.87,466.71,476.66,65679413
2021-08-26,475.25,487.06,475.25,482.48,39376348
2021-08-27,483.83,483.83,476.54,479.76,48858278
2021-08-30,480.08,483.44,468.81,474.9,48638731
2021-08-31,474.22,486.52,467.38,477.44,40660718
2021-09-01,475.4,476.03,460.94,470.61,44025681
2021-09-02,472.17,484.36,472.17,480.27,65895262
2021-09-03,481.3,492.02,481.3,487.36,39429717
2021-09-06,488.47,488.54,482.83,485.27,48625956
2021-09-07,484.79,484.79,474.63,475.96,63103352
2021-09-08,476.66,485.76,476.66,482.99,80143481
2021-09-09,482.31,490.0,471.26,482.85,53990125
2021-09-10,483.78,491.48,483.78,489.81,47241978
2021-09-13,489.67,491.06,471.61,481.51,36886934
2021-09-14,480.78,480.78,475.13,477.97,57239411
2021-09-15,479.88,482.89,474.69,477.96,26955363
2021-09-16,478.86,487.27,469.83,478.34,56685562
2021-09-17,480.88,484.91,467.25,476.06,46589024
2021-09-20,475.36,483.52,474.26,479.45,76531121
2021-09-21,481.06,481.06,470.67,473.98,67725339
2021-09-22,474.76,476.79,467.09,473.08,59861410
2021-09-23,473.08,479.87,464.21,473.81,60464923
2021-09-24,472.0,484.74,471.16,476.75,34840723
2021-09-27,476.18,488.16,476.18,480.9,63442182
2021-09-28,483.53,483.53,470.64,475.14,71656387
2021-09-29,473.74,474.22,458.58,466.8,53084866
2021-09-30,471.09,476.69,470.8,473.32,80928748
2021-10-01,472.17,482.3,470.18,475.57,57965480
2021-10-04,475.36,482.91,462.35,471.79,38396657
2021-10-05,470.52,491.27,470.52,480.11,76508998
2021-10-06,481.54,486.58,468.7,481.29,57513924
2021-10-07,481.03,496.87,475.86,487.96,32255555
2021-10-08,487.25,500.7,476.62,488.81,73143546
2021-10-11,487.84,503.09,487.84,500.55,59954332
2021-10-12,499.49,519.62,499.49,516.85,42737028
2021-10-13,514.21,527.72,501.85,515.71,66352658
2021-10-14,514.99,525.47,514.99,521.53,35016610
2021-10-15,520.94,529.55,520.8,525.8,45568850
2021-10-18,526.32,540.71,526.32,534.39,57203840
2021-10-19,534.77,534.77,523.15,529.15,55229179
2021-10-20,527.46,537.05,527.46,533.17,53127809
2021-10-21,531.27,542.88,531.27,539.96,69002996
2021-10-22,536.2,537.67,521.21,529.78,81072588
2021-10-25,527.9,527.9,516.17,522.37,56440239
2021-10-26,521.59,521.59,502.47,510.21,82668833
2021-10-27,509.4,513.77,502.66,507.19,66866591
2021-10-28,504.2,513.7,504.2,511.38,36549574
2021-10-29,509.49,527.68,509.49,520.52,61961657
2021-11-01,521.55,527.5,518.08,521.56,54616953
2021-11-02,522.25,534.52,522.25,531.49,46688609
2021-11-03,530.8,537.46,513.74,523.87,36788944
2021-11-04,524.05,524.05,509.12,513.62,80544630
2021-11-05,512.32,518.8,503.31,512.94,36507945
2021-11-08,513.4,520.56,512.24,515.28,58939953
2021-11-09,515.86,520.83,507.65,515.35,42618570
2021-11-10,514.34,514.34,499.52,503.56,86730023
2021-11-11,502.45,507.65,495.08,502.13,33652672
2021-11-12,503.89,503.89,488.58,494.85,38434288
2021-11-15,494.31,500.16,494.31,498.39,54137189
2021-11-16,497.42,510.1,493.95,500.79,28027131
2021-11-17,500.79,501.62,487.57,495.74,36383583
2021-11-18,496.11,496.11,490.95,492.74,41417474
2021-11-19,491.42,491.42,482.52,486.85,49973017
2021-11-22,487.95,491.33,476.91,486.34,53840462
2021-11-23,484.71,499.78,484.71,491.75,28827753
2021-11-24,490.71,494.99,476.54,486.69,29247550
2021-11-25,484.93,499.9,476.62,489.36,40370674
2021-11-26,489.85,494.32,481.22,486.7,40996096
2021-11-29,487.48,488.23,480.05,482.34,66265970
2021-11-30,480.77,489.65,471.31,481.68,29347918
2021-12-01,479.83,480.24,471.67,476.15,74422410
2021-12-02,474.59,479.21,465.38,473.03,78231233
2021-12-03,473.45,473.45,462.66,466.63,55166906
2021-12-06,467.84,485.28,467.84,476.95,80278869
2021-12-07,477.19,482.25,473.67,477.79,36253352
2021-12-08,477.4,480.4,468.03,474.19,64059625
2021-12-09,475.03,478.17,472.43,475.29,43084622
2021-12-10,475.62,481.54,471.52,474.88,39743812
2021-12-13,477.32,478.34,467.76,473.8,47752932
2021-12-14,473.41,479.31,473.41,477.19,66044532
2021-12-15,478.21,491.12,472.79,481.61,58249188
2021-12-16,482.28,488.31,472.91,479.07,31817386
2021-12-17,479.8,481.93,471.93,475.96,78851514
2021-12-20,476.56,476.64,470.55,474.46,31118452
2021-12-21,477.42,477.42,459.67,462.29,90600869
2021-12-22,462.2,462.2,444.02,449.84,53945822
2021-12-23,450.45,461.39,450.45,459.98,58577293
2021-12-24,457.41,473.14,457.41,469.12,79196922
2021-12-27,470.57,476.0,461.67,468.39,43801804
2021-12-28,468.29,478.07,465.88,471.56,52415015
2021-12-29,470.36,479.48,466.38,473.51,68131226
2021-12-30,474.09,497.88,474.09,490.57,41881007
2021-12-31,490.3,512.24,490.3,501.54,32522447
2022-01-03,501.78,506.59,497.35,501.33,53340760
2022-01-04,501.41,501.41,489.16,496.05,34078093
2022-01-05,495.73,496.17,479.43,486.97,62234233
2022-01-06,486.05,494.39,481.27,487.78,56515210
2022-01-07,486.22,487.53,480.71,483.79,63621049
2022-01-10,481.2,481.2,469.89,475.99,39631748
2022-01-11,474.28,476.38,470.41,472.26,74391872
2022-01-12,471.85,471.85,460.53,466.45,69196699
2022-01-13,468.37,481.9,463.33,475.3,53645837
2022-01-14,477.34,488.36,471.96,480.66,51628801
2022-01-17,480.88,490.52,476.04,481.02,67736255
2022-01-18,482.83,494.02,482.03,489.31,43979522
2022-01-19,490.3,498.48,481.89,490.3,42089839
2022-01-20,487.7,487.7,484.38,485.71,80856969
2022-01-21,487.62,502.46,482.9,494.08,76419217
2022-01-24,492.33,506.03,486.12,497.67,41069999
2022-01-25,499.58,499.58,481.88,492.17,34469158
2022-01-26,493.78,497.36,480.96,490.97,37014214
2022-01-27,490.49,490.74,482.17,486.2,50393582
2022-01-28,485.71,488.73,473.87,478.53,51751052
2022-01-31,476.9,484.93,476.9,483.33,40354249
2022-02-01,483.83,497.36,483.83,494.3,38898951
2022-02-02,493.42,493.42,481.9,487.2,30869151
2022-02-03,487.04,495.82,486.48,490.1,57378955
2022-02-04,490.24,490.24,484.95,486.78,47937649
2022-02-07,486.04,493.56,476.8,484.07,63849815
2022-02-08,483.15,486.37,477.23,480.83,49417195
2022-02-09,480.93,486.31,470.13,476.11,39881667
2022-02-10,473.27,487.23,471.29,476.27,68764161
2022-02-11,475.4,475.4,468.67,471.94,30080673
2022-02-14,472.89,478.56,468.6,473.31,34023412
2022-02-15,469.94,481.03,465.69,473.24,32743208
2022-02-16,475.65,475.65,469.36,472.09,28512896
2022-02-17,470.86,470.86,464.62,467.33,38185742
2022-02-18,466.89,469.23,455.44,464.17,38970330
2022-02-21,465.02,471.9,462.45,468.14,71942100
2022-02-22,468.82,479.92,464.99,471.13,45769877
